text,intent,category,confidence
"""Thuốc azithromycin như thế nào""",drug_question,thuốc,1.0
"""Thuốc tramadol có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc furosemide có hiệu quả không""",drug_question,thuốc,1.0
"""Thuốc prednisone làm gì""",drug_question,thuốc,1.0
"""Thuốc risperidone có tốt không""",drug_question,thuốc,1.0
"""Thuốc tramadol chữa bệnh gì""",drug_question,thuốc,1.0
"""Thuốc tramadol có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc cetirizine có tác dụng""",drug_question,thuốc,1.0
"""Thuốc prednisone có an toàn không""",drug_question,thuốc,1.0
"""Thuốc quetiapine có tốt không""",drug_question,thuốc,1.0
"""Thuốc diazepam chữa bệnh gì""",drug_question,thuốc,1.0
"""Thuốc sertraline có tác dụng""",drug_question,thuốc,1.0
"""Thuốc atorvastatin có tốt không""",drug_question,thuốc,1.0
"""Thuốc diazepam có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc quetiapine làm gì""",drug_question,thuốc,1.0
"""Thuốc diazepam có tác dụng""",drug_question,thuốc,1.0
"""Thuốc simvastatin có nên dùng không""",drug_question,thuốc,1.0
"""Thuốc omeprazole dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc tramadol có tác dụng""",drug_question,thuốc,1.0
"""Thuốc losartan hoạt động ra sao""",drug_question,thuốc,1.0
"""Thuốc cetirizine có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc amlodipine làm gì""",drug_question,thuốc,1.0
"""Thuốc diazepam có hiệu quả không""",drug_question,thuốc,1.0
"""Thuốc aspirin chữa bệnh gì""",drug_question,thuốc,1.0
"""Thuốc warfarin dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc simvastatin hoạt động ra sao""",drug_question,thuốc,1.0
"""Thuốc simvastatin như thế nào""",drug_question,thuốc,1.0
"""Thuốc lisinopril dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc losartan hoạt động ra sao""",drug_question,thuốc,1.0
"""Thuốc sertraline có tác dụng""",drug_question,thuốc,1.0
"""Thuốc simvastatin hoạt động ra sao""",drug_question,thuốc,1.0
"""Thuốc lisinopril có tác dụng""",drug_question,thuốc,1.0
"""Thuốc ibuprofen có tác dụng gì""",drug_question,thuốc,1.0
"""Thuốc cetirizine có tác dụng gì""",drug_question,thuốc,1.0
"""Thuốc amoxicillin làm gì""",drug_question,thuốc,1.0
"""Thuốc amoxicillin có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc losartan có tác dụng gì""",drug_question,thuốc,1.0
"""Thuốc amoxicillin có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc atorvastatin hoạt động ra sao""",drug_question,thuốc,1.0
"""Thuốc furosemide dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc paracetamol có tác dụng gì""",drug_question,thuốc,1.0
"""Thuốc tramadol có tác dụng""",drug_question,thuốc,1.0
"""Thuốc losartan như thế nào""",drug_question,thuốc,1.0
"""Thuốc furosemide làm gì""",drug_question,thuốc,1.0
"""Thuốc amlodipine dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc lisinopril có nên dùng không""",drug_question,thuốc,1.0
"""Thuốc metformin có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc omeprazole hoạt động ra sao""",drug_question,thuốc,1.0
"""Thuốc losartan có tác dụng""",drug_question,thuốc,1.0
"""Thuốc gabapentin hoạt động ra sao""",drug_question,thuốc,1.0
"""Thuốc quetiapine có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc paracetamol chữa bệnh gì""",drug_question,thuốc,1.0
"""Thuốc fluoxetine có tác dụng""",drug_question,thuốc,1.0
"""Thuốc furosemide hoạt động ra sao""",drug_question,thuốc,1.0
"""Thuốc morphine làm gì""",drug_question,thuốc,1.0
"""Thuốc prednisone hoạt động ra sao""",drug_question,thuốc,1.0
"""Thuốc sertraline làm gì""",drug_question,thuốc,1.0
"""Thuốc warfarin như thế nào""",drug_question,thuốc,1.0
"""Thuốc quetiapine có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc tramadol chữa bệnh gì""",drug_question,thuốc,1.0
"""Thuốc atorvastatin có hiệu quả không""",drug_question,thuốc,1.0
"""Thuốc azithromycin dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc ibuprofen có nên dùng không""",drug_question,thuốc,1.0
"""Thuốc lisinopril dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc sertraline chữa bệnh gì""",drug_question,thuốc,1.0
"""Thuốc sertraline có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc tramadol có an toàn không""",drug_question,thuốc,1.0
"""Thuốc ibuprofen làm gì""",drug_question,thuốc,1.0
"""Thuốc amlodipine dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc azithromycin làm gì""",drug_question,thuốc,1.0
"""Thuốc losartan có tốt không""",drug_question,thuốc,1.0
"""Thuốc aspirin có tốt không""",drug_question,thuốc,1.0
"""Thuốc cetirizine như thế nào""",drug_question,thuốc,1.0
"""Thuốc furosemide có tốt không""",drug_question,thuốc,1.0
"""Thuốc metformin như thế nào""",drug_question,thuốc,1.0
"""Thuốc atorvastatin có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc furosemide dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc furosemide có an toàn không""",drug_question,thuốc,1.0
"""Thuốc prednisone làm gì""",drug_question,thuốc,1.0
"""Thuốc morphine có hiệu quả không""",drug_question,thuốc,1.0
"""Thuốc morphine chữa bệnh gì""",drug_question,thuốc,1.0
"""Thuốc warfarin có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc atorvastatin như thế nào""",drug_question,thuốc,1.0
"""Thuốc azithromycin có nên dùng không""",drug_question,thuốc,1.0
"""Thuốc amoxicillin chữa bệnh gì""",drug_question,thuốc,1.0
"""Thuốc omeprazole như thế nào""",drug_question,thuốc,1.0
"""Thuốc lisinopril có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc lisinopril có nên dùng không""",drug_question,thuốc,1.0
"""Thuốc azithromycin như thế nào""",drug_question,thuốc,1.0
"""Thuốc amlodipine hoạt động ra sao""",drug_question,thuốc,1.0
"""Thuốc aspirin có nên dùng không""",drug_question,thuốc,1.0
"""Thuốc amoxicillin có tác dụng""",drug_question,thuốc,1.0
"""Thuốc cetirizine có tốt không""",drug_question,thuốc,1.0
"""Thuốc simvastatin có hiệu quả không""",drug_question,thuốc,1.0
"""Thuốc lisinopril dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc omeprazole có hiệu quả không""",drug_question,thuốc,1.0
"""Thuốc gabapentin làm gì""",drug_question,thuốc,1.0
"""Thuốc azithromycin dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc prednisone có tác dụng gì""",drug_question,thuốc,1.0
"""Thuốc metformin hoạt động ra sao""",drug_question,thuốc,1.0
"""Thuốc prednisone hoạt động ra sao""",drug_question,thuốc,1.0
"""Thuốc azithromycin làm gì""",drug_question,thuốc,1.0
"""Thuốc insulin làm gì""",drug_question,thuốc,1.0
"""Thuốc ibuprofen dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc tramadol có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc azithromycin hoạt động ra sao""",drug_question,thuốc,1.0
"""Thuốc lisinopril có an toàn không""",drug_question,thuốc,1.0
"""Thuốc losartan làm gì""",drug_question,thuốc,1.0
"""Thuốc amoxicillin có tác dụng""",drug_question,thuốc,1.0
"""Thuốc amlodipine có hiệu quả không""",drug_question,thuốc,1.0
"""Thuốc losartan có tác dụng""",drug_question,thuốc,1.0
"""Thuốc atorvastatin có tác dụng gì""",drug_question,thuốc,1.0
"""Thuốc tramadol dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc diazepam chữa bệnh gì""",drug_question,thuốc,1.0
"""Thuốc losartan có tốt không""",drug_question,thuốc,1.0
"""Thuốc fluoxetine dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc warfarin hoạt động ra sao""",drug_question,thuốc,1.0
"""Thuốc risperidone hoạt động ra sao""",drug_question,thuốc,1.0
"""Thuốc ibuprofen có tác dụng gì""",drug_question,thuốc,1.0
"""Thuốc amoxicillin làm gì""",drug_question,thuốc,1.0
"""Thuốc simvastatin như thế nào""",drug_question,thuốc,1.0
"""Thuốc amlodipine có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc diazepam có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc losartan có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc gabapentin có hiệu quả không""",drug_question,thuốc,1.0
"""Thuốc risperidone có nên dùng không""",drug_question,thuốc,1.0
"""Thuốc paracetamol có nên dùng không""",drug_question,thuốc,1.0
"""Thuốc paracetamol chữa bệnh gì""",drug_question,thuốc,1.0
"""Thuốc furosemide có tốt không""",drug_question,thuốc,1.0
"""Thuốc warfarin có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc omeprazole có hiệu quả không""",drug_question,thuốc,1.0
"""Thuốc simvastatin chữa bệnh gì""",drug_question,thuốc,1.0
"""Thuốc fluoxetine có tác dụng""",drug_question,thuốc,1.0
"""Thuốc azithromycin có an toàn không""",drug_question,thuốc,1.0
"""Thuốc losartan có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc diazepam có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc risperidone hoạt động ra sao""",drug_question,thuốc,1.0
"""Thuốc risperidone có an toàn không""",drug_question,thuốc,1.0
"""Thuốc furosemide dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc insulin hoạt động ra sao""",drug_question,thuốc,1.0
"""Thuốc atorvastatin như thế nào""",drug_question,thuốc,1.0
"""Thuốc simvastatin dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc azithromycin như thế nào""",drug_question,thuốc,1.0
"""Thuốc gabapentin có tốt không""",drug_question,thuốc,1.0
"""Thuốc paracetamol có an toàn không""",drug_question,thuốc,1.0
"""Thuốc furosemide có tác dụng gì""",drug_question,thuốc,1.0
"""Thuốc diazepam có tác dụng""",drug_question,thuốc,1.0
"""Thuốc amlodipine có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc aspirin có nên dùng không""",drug_question,thuốc,1.0
"""Thuốc diazepam có tốt không""",drug_question,thuốc,1.0
"""Thuốc azithromycin có an toàn không""",drug_question,thuốc,1.0
"""Thuốc tramadol có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc omeprazole làm gì""",drug_question,thuốc,1.0
"""Thuốc morphine có an toàn không""",drug_question,thuốc,1.0
"""Thuốc fluoxetine làm gì""",drug_question,thuốc,1.0
"""Thuốc warfarin có tác dụng""",drug_question,thuốc,1.0
"""Thuốc metformin có hiệu quả không""",drug_question,thuốc,1.0
"""Thuốc ibuprofen có tác dụng""",drug_question,thuốc,1.0
"""Thuốc aspirin có tốt không""",drug_question,thuốc,1.0
"""Thuốc fluoxetine có nên dùng không""",drug_question,thuốc,1.0
"""Thuốc ibuprofen có tác dụng""",drug_question,thuốc,1.0
"""Thuốc ibuprofen làm gì""",drug_question,thuốc,1.0
"""Thuốc fluoxetine làm gì""",drug_question,thuốc,1.0
"""Thuốc diazepam có nên dùng không""",drug_question,thuốc,1.0
"""Thuốc insulin chữa bệnh gì""",drug_question,thuốc,1.0
"""Thuốc quetiapine như thế nào""",drug_question,thuốc,1.0
"""Thuốc gabapentin có hiệu quả không""",drug_question,thuốc,1.0
"""Thuốc amlodipine dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc lisinopril có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc metformin có tác dụng""",drug_question,thuốc,1.0
"""Thuốc risperidone làm gì""",drug_question,thuốc,1.0
"""Thuốc insulin có nên dùng không""",drug_question,thuốc,1.0
"""Thuốc omeprazole có an toàn không""",drug_question,thuốc,1.0
"""Thuốc diazepam có tác dụng""",drug_question,thuốc,1.0
"""Thuốc azithromycin dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc furosemide có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc amoxicillin có tác dụng gì""",drug_question,thuốc,1.0
"""Thuốc cetirizine có nên dùng không""",drug_question,thuốc,1.0
"""Thuốc risperidone có tốt không""",drug_question,thuốc,1.0
"""Thuốc gabapentin có tốt không""",drug_question,thuốc,1.0
"""Thuốc furosemide có nên dùng không""",drug_question,thuốc,1.0
"""Thuốc insulin làm gì""",drug_question,thuốc,1.0
"""Thuốc fluoxetine chữa bệnh gì""",drug_question,thuốc,1.0
"""Thuốc insulin có an toàn không""",drug_question,thuốc,1.0
"""Thuốc azithromycin có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc quetiapine như thế nào""",drug_question,thuốc,1.0
"""Thuốc insulin có tốt không""",drug_question,thuốc,1.0
"""Thuốc gabapentin có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc cetirizine hoạt động ra sao""",drug_question,thuốc,1.0
"""Thuốc cetirizine có tác dụng""",drug_question,thuốc,1.0
"""Thuốc morphine làm gì""",drug_question,thuốc,1.0
"""Thuốc gabapentin có tác dụng gì""",drug_question,thuốc,1.0
"""Thuốc losartan có nên dùng không""",drug_question,thuốc,1.0
"""Thuốc paracetamol chữa bệnh gì""",drug_question,thuốc,1.0
"""Thuốc amlodipine dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc amoxicillin dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc diazepam như thế nào""",drug_question,thuốc,1.0
"""Thuốc amlodipine có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc amlodipine có nên dùng không""",drug_question,thuốc,1.0
"""Thuốc furosemide dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc sertraline có nên dùng không""",drug_question,thuốc,1.0
"""Thuốc omeprazole như thế nào""",drug_question,thuốc,1.0
"""Thuốc quetiapine có tác dụng""",drug_question,thuốc,1.0
"""Thuốc amoxicillin có an toàn không""",drug_question,thuốc,1.0
"""Thuốc lisinopril dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc atorvastatin hoạt động ra sao""",drug_question,thuốc,1.0
"""Thuốc risperidone có nên dùng không""",drug_question,thuốc,1.0
"""Thuốc cetirizine có hiệu quả không""",drug_question,thuốc,1.0
"""Thuốc insulin chữa bệnh gì""",drug_question,thuốc,1.0
"""Thuốc azithromycin chữa bệnh gì""",drug_question,thuốc,1.0
"""Thuốc furosemide có tác dụng""",drug_question,thuốc,1.0
"""Thuốc tramadol dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc risperidone có nên dùng không""",drug_question,thuốc,1.0
"""Thuốc prednisone có tác dụng gì""",drug_question,thuốc,1.0
"""Thuốc atorvastatin chữa bệnh gì""",drug_question,thuốc,1.0
"""Thuốc simvastatin có tốt không""",drug_question,thuốc,1.0
"""Thuốc aspirin làm gì""",drug_question,thuốc,1.0
"""Thuốc cetirizine có tác dụng gì""",drug_question,thuốc,1.0
"""Thuốc lisinopril có tác dụng""",drug_question,thuốc,1.0
"""Thuốc insulin có nên dùng không""",drug_question,thuốc,1.0
"""Thuốc prednisone có tác dụng""",drug_question,thuốc,1.0
"""Thuốc prednisone dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc losartan có tác dụng gì""",drug_question,thuốc,1.0
"""Thuốc risperidone có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc atorvastatin có tốt không""",drug_question,thuốc,1.0
"""Thuốc azithromycin có an toàn không""",drug_question,thuốc,1.0
"""Thuốc metformin có an toàn không""",drug_question,thuốc,1.0
"""Thuốc omeprazole có tốt không""",drug_question,thuốc,1.0
"""Thuốc gabapentin có nên dùng không""",drug_question,thuốc,1.0
"""Thuốc azithromycin chữa bệnh gì""",drug_question,thuốc,1.0
"""Thuốc metformin như thế nào""",drug_question,thuốc,1.0
"""Thuốc quetiapine có tác dụng gì""",drug_question,thuốc,1.0
"""Thuốc morphine hoạt động ra sao""",drug_question,thuốc,1.0
"""Thuốc tramadol chữa bệnh gì""",drug_question,thuốc,1.0
"""Thuốc insulin dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc morphine có tác dụng gì""",drug_question,thuốc,1.0
"""Thuốc insulin có tác dụng""",drug_question,thuốc,1.0
"""Thuốc simvastatin làm gì""",drug_question,thuốc,1.0
"""Thuốc prednisone có an toàn không""",drug_question,thuốc,1.0
"""Thuốc gabapentin như thế nào""",drug_question,thuốc,1.0
"""Thuốc diazepam có tác dụng gì""",drug_question,thuốc,1.0
"""Thuốc quetiapine có tác dụng gì""",drug_question,thuốc,1.0
"""Thuốc fluoxetine có tốt không""",drug_question,thuốc,1.0
"""Thuốc lisinopril có an toàn không""",drug_question,thuốc,1.0
"""Thuốc sertraline có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc warfarin có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc prednisone có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc lisinopril làm gì""",drug_question,thuốc,1.0
"""Thuốc diazepam có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc azithromycin dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc morphine hoạt động ra sao""",drug_question,thuốc,1.0
"""Thuốc lisinopril dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc quetiapine hoạt động ra sao""",drug_question,thuốc,1.0
"""Thuốc warfarin có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc insulin như thế nào""",drug_question,thuốc,1.0
"""Thuốc losartan có nên dùng không""",drug_question,thuốc,1.0
"""Thuốc sertraline có tác dụng""",drug_question,thuốc,1.0
"""Thuốc risperidone có tác dụng""",drug_question,thuốc,1.0
"""Thuốc prednisone có tác dụng gì""",drug_question,thuốc,1.0
"""Thuốc diazepam có nên dùng không""",drug_question,thuốc,1.0
"""Thuốc losartan làm gì""",drug_question,thuốc,1.0
"""Thuốc aspirin như thế nào""",drug_question,thuốc,1.0
"""Thuốc insulin có tác dụng""",drug_question,thuốc,1.0
"""Thuốc atorvastatin chữa bệnh gì""",drug_question,thuốc,1.0
"""Thuốc ibuprofen làm gì""",drug_question,thuốc,1.0
"""Thuốc amoxicillin có tốt không""",drug_question,thuốc,1.0
"""Thuốc sertraline có tốt không""",drug_question,thuốc,1.0
"""Thuốc quetiapine có tác dụng""",drug_question,thuốc,1.0
"""Thuốc risperidone dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc amlodipine hoạt động ra sao""",drug_question,thuốc,1.0
"""Thuốc cetirizine có nên dùng không""",drug_question,thuốc,1.0
"""Thuốc risperidone có tốt không""",drug_question,thuốc,1.0
"""Thuốc paracetamol có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc simvastatin dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc tramadol có hiệu quả không""",drug_question,thuốc,1.0
"""Thuốc insulin có nên dùng không""",drug_question,thuốc,1.0
"""Thuốc insulin như thế nào""",drug_question,thuốc,1.0
"""Thuốc risperidone có tác dụng""",drug_question,thuốc,1.0
"""Thuốc metformin có tác dụng gì""",drug_question,thuốc,1.0
"""Thuốc tramadol có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc morphine có tác dụng""",drug_question,thuốc,1.0
"""Thuốc amoxicillin hoạt động ra sao""",drug_question,thuốc,1.0
"""Thuốc diazepam có tốt không""",drug_question,thuốc,1.0
"""Thuốc sertraline làm gì""",drug_question,thuốc,1.0
"""Thuốc atorvastatin có nên dùng không""",drug_question,thuốc,1.0
"""Thuốc lisinopril như thế nào""",drug_question,thuốc,1.0
"""Thuốc quetiapine dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc insulin làm gì""",drug_question,thuốc,1.0
"""Thuốc amoxicillin dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc warfarin như thế nào""",drug_question,thuốc,1.0
"""Thuốc insulin có hiệu quả không""",drug_question,thuốc,1.0
"""Thuốc diazepam có hiệu quả không""",drug_question,thuốc,1.0
"""Thuốc tramadol dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc tramadol có hiệu quả không""",drug_question,thuốc,1.0
"""Thuốc diazepam có tác dụng gì""",drug_question,thuốc,1.0
"""Thuốc ibuprofen có tác dụng""",drug_question,thuốc,1.0
"""Thuốc lisinopril hoạt động ra sao""",drug_question,thuốc,1.0
"""Thuốc insulin có tác dụng gì""",drug_question,thuốc,1.0
"""Thuốc tramadol có tác dụng gì""",drug_question,thuốc,1.0
"""Thuốc morphine có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc risperidone dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc atorvastatin có tác dụng gì""",drug_question,thuốc,1.0
"""Thuốc morphine dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc morphine có hiệu quả không""",drug_question,thuốc,1.0
"""Thuốc diazepam có tác dụng gì""",drug_question,thuốc,1.0
"""Thuốc aspirin như thế nào""",drug_question,thuốc,1.0
"""Thuốc insulin có an toàn không""",drug_question,thuốc,1.0
"""Thuốc morphine có an toàn không""",drug_question,thuốc,1.0
"""Thuốc metformin có an toàn không""",drug_question,thuốc,1.0
"""Thuốc quetiapine làm gì""",drug_question,thuốc,1.0
"""Thuốc warfarin có tác dụng gì""",drug_question,thuốc,1.0
"""Thuốc paracetamol có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc azithromycin có tác dụng gì""",drug_question,thuốc,1.0
"""Thuốc lisinopril có nên dùng không""",drug_question,thuốc,1.0
"""Thuốc prednisone có tác dụng gì""",drug_question,thuốc,1.0
"""Thuốc furosemide có hiệu quả không""",drug_question,thuốc,1.0
"""Thuốc fluoxetine có tốt không""",drug_question,thuốc,1.0
"""Thuốc furosemide có hiệu quả không""",drug_question,thuốc,1.0
"""Thuốc furosemide có an toàn không""",drug_question,thuốc,1.0
"""Thuốc ibuprofen như thế nào""",drug_question,thuốc,1.0
"""Thuốc lisinopril làm gì""",drug_question,thuốc,1.0
"""Thuốc risperidone hoạt động ra sao""",drug_question,thuốc,1.0
"""Thuốc lisinopril hoạt động ra sao""",drug_question,thuốc,1.0
"""Thuốc insulin hoạt động ra sao""",drug_question,thuốc,1.0
"""Thuốc simvastatin có an toàn không""",drug_question,thuốc,1.0
"""Thuốc cetirizine như thế nào""",drug_question,thuốc,1.0
"""Thuốc lisinopril như thế nào""",drug_question,thuốc,1.0
"""Thuốc losartan có an toàn không""",drug_question,thuốc,1.0
"""Thuốc gabapentin có nên dùng không""",drug_question,thuốc,1.0
"""Thuốc atorvastatin dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc amlodipine có tốt không""",drug_question,thuốc,1.0
"""Thuốc gabapentin có nên dùng không""",drug_question,thuốc,1.0
"""Thuốc warfarin chữa bệnh gì""",drug_question,thuốc,1.0
"""Thuốc prednisone dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc losartan có tốt không""",drug_question,thuốc,1.0
"""Thuốc paracetamol có hiệu quả không""",drug_question,thuốc,1.0
"""Thuốc ibuprofen có an toàn không""",drug_question,thuốc,1.0
"""Thuốc diazepam có hiệu quả không""",drug_question,thuốc,1.0
"""Thuốc tramadol như thế nào""",drug_question,thuốc,1.0
"""Thuốc quetiapine dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc amlodipine có tác dụng""",drug_question,thuốc,1.0
"""Thuốc lisinopril có tốt không""",drug_question,thuốc,1.0
"""Thuốc quetiapine có an toàn không""",drug_question,thuốc,1.0
"""Thuốc azithromycin như thế nào""",drug_question,thuốc,1.0
"""Thuốc prednisone có tốt không""",drug_question,thuốc,1.0
"""Thuốc azithromycin có nên dùng không""",drug_question,thuốc,1.0
"""Thuốc fluoxetine dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc simvastatin có nên dùng không""",drug_question,thuốc,1.0
"""Thuốc atorvastatin hoạt động ra sao""",drug_question,thuốc,1.0
"""Thuốc amoxicillin dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc losartan như thế nào""",drug_question,thuốc,1.0
"""Thuốc sertraline có an toàn không""",drug_question,thuốc,1.0
"""Thuốc prednisone chữa bệnh gì""",drug_question,thuốc,1.0
"""Thuốc insulin như thế nào""",drug_question,thuốc,1.0
"""Thuốc sertraline có hiệu quả không""",drug_question,thuốc,1.0
"""Thuốc azithromycin làm gì""",drug_question,thuốc,1.0
"""Thuốc lisinopril hoạt động ra sao""",drug_question,thuốc,1.0
"""Thuốc prednisone có hiệu quả không""",drug_question,thuốc,1.0
"""Thuốc paracetamol có tác dụng gì""",drug_question,thuốc,1.0
"""Thuốc amoxicillin có an toàn không""",drug_question,thuốc,1.0
"""Thuốc ibuprofen hoạt động ra sao""",drug_question,thuốc,1.0
"""Thuốc lisinopril chữa bệnh gì""",drug_question,thuốc,1.0
"""Thuốc azithromycin chữa bệnh gì""",drug_question,thuốc,1.0
"""Thuốc atorvastatin có tác dụng gì""",drug_question,thuốc,1.0
"""Thuốc omeprazole dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc atorvastatin có phù hợp không""",drug_question,thuốc,1.0
"""Thuốc omeprazole có tác dụng gì""",drug_question,thuốc,1.0
"""Thuốc simvastatin làm gì""",drug_question,thuốc,1.0
"""Thuốc furosemide dùng để làm gì""",drug_question,thuốc,1.0
"""Thuốc simvastatin có tác dụng""",drug_question,thuốc,1.0
"""Thuốc amoxicillin có tác dụng""",drug_question,thuốc,1.0
"""Thuốc fluoxetine chữa bệnh gì""",drug_question,thuốc,1.0
"""Thuốc tramadol có tác dụng""",drug_question,thuốc,1.0
"""Khẩn cấp! co giật""",emergency,khẩn_cấp,1.0
"""Mayday! ngộ độc""",emergency,khẩn_cấp,1.0
"""Emergency! hôn mê""",emergency,khẩn_cấp,1.0
"""911! ngất xỉu""",emergency,khẩn_cấp,1.0
"""Emergency! ngộ độc""",emergency,khẩn_cấp,1.0
"""911! khó thở nghiêm trọng""",emergency,khẩn_cấp,1.0
"""911! đau ngực dữ dội""",emergency,khẩn_cấp,1.0
"""911! co giật""",emergency,khẩn_cấp,1.0
"""Mayday! sốt cao 42 độ""",emergency,khẩn_cấp,1.0
"""SOS! chảy máu không cầm được""",emergency,khẩn_cấp,1.0
"""Mayday! sốc phản vệ""",emergency,khẩn_cấp,1.0
"""SOS! tim ngừng đập""",emergency,khẩn_cấp,1.0
"""Emergency! ngộ độc""",emergency,khẩn_cấp,1.0
"""Emergency! xuất huyết""",emergency,khẩn_cấp,1.0
"""Emergency! đột quỵ""",emergency,khẩn_cấp,1.0
"""Cấp cứu! ngộ độc""",emergency,khẩn_cấp,1.0
"""911! đột quỵ""",emergency,khẩn_cấp,1.0
"""Mayday! đau ngực dữ dội""",emergency,khẩn_cấp,1.0
"""Khẩn cấp! khó thở nghiêm trọng""",emergency,khẩn_cấp,1.0
"""Khẩn cấp! bỏng nặng""",emergency,khẩn_cấp,1.0
"""Khẩn cấp! ngừng thở""",emergency,khẩn_cấp,1.0
"""Khẩn cấp! bỏng nặng""",emergency,khẩn_cấp,1.0
"""911! ngừng thở""",emergency,khẩn_cấp,1.0
"""Cấp cứu! đột quỵ""",emergency,khẩn_cấp,1.0
"""Mayday! hôn mê""",emergency,khẩn_cấp,1.0
"""Khẩn cấp! xuất huyết""",emergency,khẩn_cấp,1.0
"""911! tim ngừng đập""",emergency,khẩn_cấp,1.0
"""Cấp cứu! khó thở nghiêm trọng""",emergency,khẩn_cấp,1.0
"""911! xuất huyết""",emergency,khẩn_cấp,1.0
"""Emergency! tai nạn""",emergency,khẩn_cấp,1.0
"""SOS! ngộ độc""",emergency,khẩn_cấp,1.0
"""911! xuất huyết""",emergency,khẩn_cấp,1.0
"""Help! xuất huyết""",emergency,khẩn_cấp,1.0
"""Khẩn cấp! ngừng thở""",emergency,khẩn_cấp,1.0
"""Mayday! ngộ độc""",emergency,khẩn_cấp,1.0
